-0.33765,-0.33867,-0.34536,-0.34595,-0.34744,-0.34739,-0.34635,-0.34788,-0.34754,-0.34695,-0.34696,-0.34597,-0.34496,-0.34375,-0.34332,-0.34122,-0.33774,-0.3352,-0.33229,-0.32998,-0.32725,-0.32323,-0.31812,-0.3146,-0.31134,-0.3052,-0.30615,-0.30648,-0.30626,-0.30542,-0.29987,-0.29625,-0.29302,-0.28743,-0.27998,-0.27966,-0.27658,-0.27473,-0.27497,-0.27509,-0.27531,-0.27405,-0.27318,-0.27308,-0.27313,-0.27262,-0.27254,-0.27214,-0.27175,-0.27144,-0.27111,-0.27082,-0.27068,-0.27023,-0.26981,-0.26948,-0.26954,-0.27058,-0.27254,-0.27719
-0.4647,-0.46486,-0.46408,-0.46326,-0.46258,-0.46188,-0.46009,-0.45878,-0.45801,-0.45705,-0.45681,-0.4566,-0.45629,-0.45635,-0.45584,-0.4556,-0.45502,-0.45457,-0.45393,-0.45354,-0.45366,-0.45443,-0.45507,-0.45646,-0.45861,-0.4599,-0.4606,-0.46129,-0.46217,-0.46281,-0.46264,-0.4637,-0.46391,-0.46446,-0.46517,-0.46532,-0.4665,-0.46664,-0.46722,-0.46728,-0.46773,-0.46787,-0.46839,-0.4685,-0.46828,-0.46806,-0.46787,-0.46829,-0.46879,-0.46895,-0.46896,-0.46901,-0.46952,-0.47024,-0.47038,-0.47035,-0.47069,-0.47083,-0.47047,-0.47013
-0.44722,-0.44684,-0.44548,-0.44557,-0.44518,-0.44494,-0.44472,-0.44453,-0.44424,-0.44434,-0.44446,-0.44455,-0.44422,-0.44394,-0.44298,-0.44353,-0.44322,-0.44311,-0.44297,-0.4429,-0.44281,-0.44257,-0.44218,-0.44191,-0.44156,-0.44108,-0.44109,-0.44026,-0.43948,-0.43891,-0.43861,-0.43844,-0.43834,-0.43828,-0.43798,-0.43777,-0.43768,-0.43752,-0.43718,-0.43714,-0.43698,-0.43688,-0.43681,-0.43675,-0.43667,-0.43664,-0.43663,-0.43663,-0.43655,-0.43653,-0.43645,-0.43633,-0.43633,-0.43625,-0.43621,-0.43615,-0.4361,-0.43598,-0.43601,-0.43596
-0.31559,-0.33912,-0.36491,-0.38407,-0.40786,-0.41436,-0.43276,-0.43156,-0.43991,-0.44574,-0.45107,-0.4559,-0.46102,-0.47657,-0.4862,-0.49711,-0.52044,-0.51492,-0.52689,-0.53807,-0.55077,-0.55833,-0.56767,-0.5718,-0.57599,-0.58325,-0.58844,-0.59223,-0.59548,-0.59812,-0.60071,-0.60232,-0.60118,-0.60031,-0.60269,-0.60331,-0.60409,-0.60594,-0.60817,-0.61128,-0.61122,-0.61267,-0.61386,-0.61464,-0.61671,-0.61685,-0.61758,-0.61795,-0.61806,-0.6181,-0.61818,-0.61814,-0.61796,-0.61789,-0.61776,-0.61761,-0.61737,-0.61725,-0.61672,-0.61483
0.96533,0.96482,0.96399,0.96339,0.96317,0.96216,0.96176,0.96124,0.96053,0.95983,0.95984,0.95981,0.95955,0.95866,0.9589,0.95921,0.95918,0.95908,0.95994,0.9602,0.96026,0.96006,0.96003,0.95995,0.95994,0.95994,0.95992,0.95991,0.95992,0.95994,0.95995,0.95998,0.95997,0.95997,0.95997,0.95994,0.95991,0.95986,0.95977,0.95967,0.95966,0.95966,0.95969,0.95969,0.95953,0.95947,0.9595,0.9595,0.95943,0.95935,0.95927,0.95916,0.95888,0.9584,0.95798,0.95796,0.95775,0.95761,0.95761,0.95792
0.099347,0.10351,0.1051,0.105,0.106,0.10561,0.097529,0.092572,0.088112,0.084242,0.082036,0.07711,0.076519,0.06965,0.058664,0.048796,0.036053,0.024103,0.015602,0.0090287,3.108e-05,-0.015245,-0.036892,-0.053846,-0.05265,-0.053364,-0.051531,-0.051002,-0.04763,-0.046154,-0.047754,-0.049883,-0.046573,-0.047055,-0.047754,-0.050287,-0.054064,-0.05296,-0.05035,-0.050287,-0.047179,-0.048733,-0.043481,-0.042999,-0.031453,-0.0308,-0.02951,-0.031981,-0.034996,-0.037327,-0.038477,-0.037964,-0.037855,-0.040559,-0.042145,-0.040746,-0.042409,-0.042626,-0.043823,-0.043248
-0.36079,-0.35801,-0.3504,-0.34822,-0.33956,-0.33948,-0.35865,-0.38588,-0.39975,-0.41258,-0.4223,-0.42636,-0.43087,-0.43398,-0.44662,-0.44545,-0.44436,-0.43901,-0.43946,-0.43986,-0.44037,-0.44043,-0.44185,-0.44167,-0.44173,-0.44163,-0.4416,-0.44162,-0.44153,-0.44144,-0.44138,-0.44111,-0.44115,-0.44115,-0.44131,-0.44129,-0.44129,-0.44128,-0.44123,-0.44123,-0.44126,-0.44125,-0.44125,-0.44124,-0.44124,-0.44124,-0.44125,-0.44125,-0.44125,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124,-0.44124
-0.39863,-0.40786,-0.42985,-0.43698,-0.44587,-0.45345,-0.54073,-0.58944,-0.57556,-0.51855,-0.38434,-0.32442,-0.27175,-0.40361,-0.50817,-0.63218,-0.762,-0.78618,-0.76648,-0.79383,-0.86693,-0.73002,-0.61958,-0.55603,-0.72466,-0.83389,-0.9186,-1,-0.96895,-0.8958,-0.87197,-0.86808,-0.85192,-0.82185,-0.80985,-0.81108,-0.80154,-0.7989,-0.79532,-0.79369,-0.78643,-0.76137,-0.73394,-0.73481,-0.77319,-0.7988,-0.7915,-0.77667,-0.78665,-0.80634,-0.82166,-0.82555,-0.80875,-0.79105,-0.78564,-0.7131,-0.66443,-0.62611,-0.51696,-0.40512
0.95941,0.9586,0.95782,0.95716,0.95638,0.95594,0.95493,0.95395,0.95333,0.9536,0.95358,0.95372,0.95374,0.95375,0.95392,0.95464,0.95697,0.95526,0.95657,0.95941,0.9598,0.96084,0.96342,0.96301,0.96427,0.9642,0.96458,0.96511,0.9666,0.96841,0.96981,0.9696,0.96965,0.96982,0.96998,0.9711,0.97091,0.97228,0.97164,0.97221,0.97221,0.97249,0.97257,0.97265,0.97282,0.97319,0.97375,0.9738,0.97372,0.97402,0.97427,0.97427,0.97436,0.97437,0.97436,0.97447,0.97453,0.97461,0.97475,0.9747
-0.92289,-0.92808,-0.93831,-0.94601,-0.95341,-0.95717,-0.9543,-0.95267,-0.9377,-0.9108,-0.88587,-0.86294,-0.85178,-0.84805,-0.84494,-0.845,-0.85369,-0.86553,-0.87624,-0.87382,-0.86322,-0.84235,-0.82101,-0.80702,-0.80146,-0.79655,-0.80124,-0.8,-0.79829,-0.79518,-0.79434,-0.79301,-0.78881,-0.78693,-0.78291,-0.78406,-0.78315,-0.78359,-0.78186,-0.78104,-0.78174,-0.78193,-0.78219,-0.78395,-0.78328,-0.78497,-0.78457,-0.78379,-0.78292,-0.78392,-0.78426,-0.78079,-0.78078,-0.7802,-0.77938,-0.77932,-0.77773,-0.77563,-0.77354,-0.7782
