-0.0080182,-0.007702,-0.0076433,-0.0076444,-0.007112,-0.0074358,-0.008003,-0.0080301,-0.0080323,-0.0081887,-0.0087113,-0.0098869,-0.011313,-0.011678,-0.010521,-0.0087483,-0.0086255,-0.0097739,-0.010823,-0.011487,-0.01241,-0.01278,-0.013053,-0.013499,-0.014972,-0.015737,-0.018579,-0.018264,-0.018609,-0.019214,-0.019488,-0.020974,-0.020793,-0.021091,-0.021192,-0.021065,-0.020908,-0.020461,-0.019616,-0.017469,-0.017613,-0.015691,-0.014692,-0.013159,-0.010818,-0.0072066,-0.0066851,-0.0053433,-0.0045893,-0.0035137,-0.0033463,-0.0026695
-0.027788,-0.028062,-0.028205,-0.028338,-0.028122,-0.028067,-0.028272,-0.028963,-0.029707,-0.031404,-0.034416,-0.035818,-0.038092,-0.039457,-0.042669,-0.045182,-0.046865,-0.049679,-0.048636,-0.049241,-0.048735,-0.050169,-0.050989,-0.050989,-0.049866,-0.049198,-0.049706,-0.049839,-0.04934,-0.049621,-0.047155,-0.051322,-0.054804,-0.056551,-0.056191,-0.056303,-0.055384,-0.055984,-0.055966,-0.055818,-0.054877,-0.055031,-0.053643,-0.051893,-0.049408,-0.048998,-0.047611,-0.046292,-0.043821,-0.04377,-0.042387,-0.041138
-0.029377,-0.029401,-0.029441,-0.029568,-0.029458,-0.028754,-0.028245,-0.027646,-0.027397,-0.027389,-0.027439,-0.027542,-0.027441,-0.027329,-0.026612,-0.024834,-0.024657,-0.024917,-0.025009,-0.023672,-0.022774,-0.021979,-0.020789,-0.020034,-0.022217,-0.021271,-0.021592,-0.020933,-0.021829,-0.020924,-0.020591,-0.021782,-0.02327,-0.024128,-0.024049,-0.024335,-0.024549,-0.024845,-0.024786,-0.02469,-0.0246,-0.024504,-0.02462,-0.024644,-0.024969,-0.025439,-0.025529,-0.025871,-0.02631,-0.026675,-0.027091,-0.027377
-0.066182,-0.066263,-0.065157,-0.063965,-0.064271,-0.061994,-0.057679,-0.054355,-0.050349,-0.046312,-0.041282,-0.03084,-0.027556,-0.018101,-0.010994,-0.0081105,-0.0086798,-0.00583,-0.00021621,-0.0029552,-0.0042307,-0.012055,-0.012601,-0.014956,-0.0101,-0.0071544,-0.0096392,-0.011078,-0.0094675,-0.015571,-0.016925,-0.016828,-0.016259,-0.014276,-0.010845,-0.011665,-0.011245,-0.011211,-0.012066,-0.012146,-0.012793,-0.013232,-0.013889,-0.014928,-0.016006,-0.017274,-0.019917,-0.021998,-0.023699,-0.026287,-0.028188,-0.032349
0.94274,0.9424,0.9424,0.94248,0.94263,0.94283,0.94307,0.94323,0.94307,0.94259,0.94243,0.9418,0.94115,0.9404,0.93964,0.93894,0.93846,0.93802,0.93808,0.93785,0.93788,0.93734,0.93687,0.93652,0.93553,0.93454,0.93315,0.93362,0.93305,0.93198,0.93123,0.93038,0.92923,0.9285,0.92785,0.9276,0.92738,0.92728,0.92737,0.92758,0.9278,0.92834,0.92915,0.9301,0.93086,0.93157,0.93189,0.93313,0.93464,0.9354,0.93603,0.93822
0.3533,0.3537,0.35385,0.35376,0.35348,0.35238,0.3513,0.34846,0.34758,0.3503,0.35012,0.3511,0.35324,0.35461,0.36078,0.3691,0.37643,0.37924,0.37982,0.3796,0.37978,0.38192,0.3858,0.38714,0.38999,0.39179,0.39403,0.39439,0.39701,0.4007,0.40507,0.40545,0.40893,0.40988,0.41022,0.41547,0.41496,0.41516,0.41442,0.40716,0.40223,0.40387,0.40063,0.39554,0.39303,0.38899,0.38463,0.3796,0.37463,0.37068,0.367,0.3654
-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638
0.14192,0.14057,0.14611,0.14706,0.15017,0.15181,0.1538,0.1556,0.15503,0.15381,0.15144,0.14997,0.14964,0.15123,0.15149,0.14345,0.14624,0.15566,0.1364,0.13734,0.1558,0.15501,0.15966,0.13738,0.10702,0.092057,0.096924,0.10786,0.11824,0.092068,0.072822,0.075749,0.075786,0.088808,0.10894,0.11075,0.09712,0.098413,-0.0040699,-0.036353,-0.22942,-0.22553,-0.1767,-0.12734,-0.10034,-0.073962,-0.044097,-0.0046153,0.0011864,0.017825,0.03401,0.049044
0.96198,0.96177,0.96157,0.96137,0.96069,0.9602,0.9596,0.9589,0.9583,0.95686,0.95176,0.94866,0.94719,0.94438,0.95995,0.97876,0.99087,0.98741,0.97464,0.97068,0.96518,0.97807,0.9925,1,0.99405,0.97802,0.95995,0.96276,0.96135,0.97909,0.99586,-0.99933,-1,0.94621,0.94084,0.93811,0.936,0.93524,0.93821,0.94137,0.94371,0.94576,0.94785,0.94858,0.94984,0.95105,0.95341,0.95455,0.9552,0.95628,0.95719,0.9584
-0.4315,-0.4313,-0.43194,-0.4307,-0.42422,-0.39738,-0.36943,-0.33034,-0.30066,-0.27315,-0.25762,-0.25227,-0.25082,-0.25277,-0.092065,-0.046315,0.052015,-4.6718e-05,-0.029171,-0.075245,-0.11465,-0.025088,0.0076249,0.060036,0.0003455,-0.034473,-0.082255,-0.1307,-0.15506,-0.037165,0.0065645,-0.18135,-0.16374,-0.19227,-0.23906,-0.26758,-0.2946,-0.31252,-0.3173,-0.3225,-0.31024,-0.30352,-0.30707,-0.32004,-0.33914,-0.35439,-0.37118,-0.38565,-0.39429,-0.40037,-0.4033,-0.4045
-0.042014,-0.041811,-0.042382,-0.039967,-0.03534,-0.032637,-0.031211,-0.029584,-0.029017,-0.028281,-0.027746,-0.027363,-0.027086,-0.026957,-0.026835,-0.02669,-0.026609,-0.026566,-0.026556,-0.026518,-0.026475,-0.026452,-0.02644,-0.026435,-0.026424,-0.026418,-0.026411,-0.02641,-0.026402,-0.026396,-0.026393,-0.026392,-0.026388,-0.026386,-0.026385,-0.026385,-0.026384,-0.026383,-0.026382,-0.026381,-0.026381,-0.02638,-0.02638,-0.02638,-0.02638,-0.02638,-0.034773,-0.044738,-0.045233,-0.040488,-0.041683,-0.041405
-0.10314,-0.10371,-0.10436,-0.11075,-0.13132,-0.17376,-0.19867,-0.17833,-0.15386,-0.1067,-0.080513,-0.056703,-0.083567,-0.11339,0.3845,0.43917,0.27524,0.2131,0.26584,0.11511,0.52095,-0.19073,-0.10331,0.022879,-0.19699,-0.27885,-0.23806,-0.22514,-0.41058,-0.42131,-0.22981,-0.010288,-0.22855,-0.25463,-0.28545,-0.27664,-0.46349,0.82531,-0.36169,-0.42871,-0.33519,-0.30183,-0.26602,-0.22998,-0.20849,-0.18986,-0.17398,-0.14685,-0.14139,-0.13157,-0.12097,-0.10909
0.97612,0.97612,0.97614,0.97623,0.9762,0.97649,0.977,0.97695,0.9773,0.97724,0.97709,0.97708,0.97663,0.97667,0.97666,0.97605,0.97396,0.9739,0.97425,0.97358,0.97362,0.97357,0.97358,0.97364,0.97345,0.97338,0.97324,0.97306,0.97306,0.97272,0.973,0.97228,0.97263,0.97299,0.97265,0.9726,0.9726,0.97261,0.97262,0.97264,0.97266,0.97269,0.97272,0.97283,0.97297,0.97329,0.97351,0.97369,0.97386,0.97429,0.97475,0.9747
0.3326,0.33263,0.33262,0.33288,0.33573,0.33313,0.33655,0.33714,0.33745,0.33798,0.33789,0.33803,0.33805,0.33782,0.33954,0.34439,0.34343,0.34199,0.34162,0.33975,0.33983,0.33971,0.34066,0.3419,0.3425,0.34108,0.33689,0.33673,0.33504,0.33559,0.33681,0.32851,0.32684,0.32868,0.32512,0.32589,0.32396,0.32403,0.32404,0.32418,0.32594,0.32784,0.33027,0.33124,0.33301,0.33455,0.33575,0.33675,0.33719,0.33706,0.33746,0.33806
