-0.35534,-0.35551,-0.35574,-0.35578,-0.3556,-0.3563,-0.35744,-0.35786,-0.35841,-0.35924,-0.36016,-0.36195,-0.36409,-0.36407,-0.36468,-0.36496,-0.36544,-0.36568,-0.36591,-0.36605,-0.36628,-0.36642,-0.36615,-0.36583,-0.36567,-0.36546,-0.36522,-0.36516,-0.36486,-0.36448,-0.36429,-0.36446,-0.36589,-0.3686,-0.37169,-0.37632,-0.38208,-0.38613,-0.38627,-0.38835,-0.38921,-0.38926,-0.38817,-0.38682,-0.38686,-0.38545
-0.44491,-0.44504,-0.44442,-0.44355,-0.44225,-0.44345,-0.44378,-0.44969,-0.44609,-0.45111,-0.45402,-0.45649,-0.46134,-0.46394,-0.46451,-0.46687,-0.46896,-0.47077,-0.47241,-0.47411,-0.4771,-0.47556,-0.4771,-0.47824,-0.4781,-0.47893,-0.48021,-0.47955,-0.48101,-0.4811,-0.4814,-0.48089,-0.47929,-0.47538,-0.47523,-0.47521,-0.47308,-0.4689,-0.46056,-0.45825,-0.44964,-0.4455,-0.44517,-0.4432,-0.44113,-0.43877
-0.45083,-0.45051,-0.45012,-0.44947,-0.44995,-0.44992,-0.45035,-0.45049,-0.45052,-0.45031,-0.45013,-0.4503,-0.45056,-0.45084,-0.45108,-0.45105,-0.45118,-0.4511,-0.45115,-0.45123,-0.45141,-0.45139,-0.45158,-0.4517,-0.4518,-0.4519,-0.45208,-0.45223,-0.45224,-0.45234,-0.45248,-0.4526,-0.45356,-0.45344,-0.4537,-0.45386,-0.45423,-0.45583,-0.45527,-0.45539,-0.45606,-0.45632,-0.45668,-0.457,-0.45742,-0.45786
-0.59119,-0.5882,-0.58192,-0.57486,-0.57058,-0.55344,-0.53495,-0.51571,-0.49365,-0.4727,-0.44434,-0.43493,-0.41642,-0.40722,-0.38443,-0.38181,-0.3698,-0.3616,-0.35427,-0.3493,-0.34645,-0.34061,-0.34317,-0.33783,-0.33909,-0.3406,-0.34273,-0.34076,-0.34614,-0.34268,-0.34806,-0.35441,-0.3734,-0.37511,-0.38664,-0.41022,-0.42193,-0.47133,-0.4773,-0.50417,-0.52353,-0.53174,-0.54499,-0.54798,-0.54494,-0.54931
0.95748,0.95742,0.95736,0.95711,0.95568,0.95077,0.95099,0.94708,0.94389,0.94024,0.93791,0.93249,0.9311,0.92722,0.92511,0.92491,0.92203,0.92301,0.92081,0.91959,0.91757,0.91797,0.91851,0.91644,0.91642,0.916,0.91572,0.91552,0.9155,0.91553,0.91661,0.91671,0.91846,0.92148,0.92436,0.92697,0.93073,0.93342,0.93735,0.93821,0.94024,0.94149,0.94246,0.94414,0.94495,0.94619
0.05023,0.051513,0.053438,0.05904,0.073326,0.096094,0.096986,0.12806,0.13675,0.14388,0.15761,0.1789,0.1808,0.19407,0.19832,0.20403,0.20932,0.21658,0.21654,0.21895,0.22406,0.22638,0.2291,0.2299,0.23145,0.23228,0.23237,0.23234,0.2322,0.23153,0.22808,0.22516,0.21605,0.20308,0.18327,0.18133,0.16628,0.1357,0.13434,0.11766,0.10007,0.09093,0.082105,0.079695,0.071699,0.057976
-0.35018,-0.35013,-0.3502,-0.35064,-0.35016,-0.34982,-0.34954,-0.34786,-0.34959,-0.35029,-0.35059,-0.3531,-0.35573,-0.36428,-0.36361,-0.36601,-0.36854,-0.37397,-0.3804,-0.37941,-0.38436,-0.38671,-0.38844,-0.38787,-0.38938,-0.38993,-0.38927,-0.38999,-0.38996,-0.3899,-0.38931,-0.38017,-0.37643,-0.37017,-0.36977,-0.36494,-0.35743,-0.35303,-0.35176,-0.34774,-0.34726,-0.34568,-0.34341,-0.34064,-0.33875,-0.36126
-0.46373,-0.45863,-0.44331,-0.42859,-0.43292,-0.43519,-0.43759,-0.45628,-0.45318,-0.45959,-0.4642,-0.46778,-0.47113,-0.47204,-0.47691,-0.48321,-0.48715,-0.49145,-0.49191,-0.49243,-0.49281,-0.49316,-0.4917,-0.48928,-0.48923,-0.48877,-0.48932,-0.48977,-0.48736,-0.48623,-0.48135,-0.47898,-0.47958,-0.47806,-0.47826,-0.47864,-0.47349,-0.4671,-0.45722,-0.44811,-0.42862,-0.41943,-0.41539,-0.41168,-0.4066,-0.411
0.97363,0.97324,0.97163,0.96808,0.956,0.9503,0.94583,0.94526,0.94268,0.94071,0.93961,0.93756,0.935,0.9337,0.93229,0.93124,0.92716,0.92642,0.92512,0.92379,0.92282,0.92192,0.92059,0.9202,0.91915,0.91761,0.91802,0.91836,0.91876,0.91913,0.917,0.91719,0.92134,0.92655,0.92893,0.93165,0.93785,0.94622,0.94544,0.94869,0.9522,0.95426,0.95553,0.95603,0.9559,0.95554
-0.97556,-0.95431,-0.91337,-0.87993,-0.84405,-0.80205,-0.77016,-0.7607,-0.7565,-0.75599,-0.7562,-0.76214,-0.77747,-0.79526,-0.80229,-0.81363,-0.82529,-0.82377,-0.83782,-0.84172,-0.84056,-0.84174,-0.85141,-0.85217,-0.85884,-0.86413,-0.86752,-0.86662,-0.87064,-0.8789,-0.88181,-0.8973,-0.92689,-0.95226,-0.96493,-0.97318,-0.98196,-0.98318,-0.98892,-0.98869,-0.99063,-0.99337,-0.99607,-0.99811,-1,-0.99975
-0.53589,-0.50942,-0.4957,-0.48282,-0.4759,-0.46963,-0.46576,-0.46346,-0.46171,-0.46043,-0.45959,-0.45824,-0.45746,-0.45692,-0.4566,-0.45643,-0.45624,-0.45615,-0.45595,-0.45608,-0.4557,-0.45588,-0.45565,-0.45576,-0.45552,-0.45548,-0.4553,-0.4553,-0.4552,-0.45509,-0.45503,-0.45498,-0.45495,-0.45493,-0.45491,-0.45489,-0.45488,-0.45487,-0.45487,-0.45487,-0.47028,-0.48982,-0.49949,-0.51173,-0.52174,-0.50689
-0.46836,-0.4786,-0.48304,-0.4751,-0.45062,-0.40901,-0.39954,-0.37583,-0.35362,-0.38066,-0.42092,-0.50328,-0.49269,-0.46424,-0.4536,-0.43336,-0.43934,-0.44548,-0.43292,-0.4184,-0.42535,-0.43192,-0.42618,-0.41867,-0.43097,-0.42716,-0.42099,-0.42298,-0.44401,-0.47228,-0.48214,-0.49274,-0.52485,-0.5446,-0.55853,-0.55683,-0.52908,-0.49782,-0.46789,-0.45417,-0.44695,-0.43592,-0.42343,-0.32696,-0.32845,-0.37779
0.99457,0.99452,0.9944,0.9943,0.9943,0.99429,0.99427,0.99424,0.99418,0.99418,0.99421,0.99424,0.99424,0.99423,0.99421,0.99421,0.99429,0.99435,0.99441,0.99452,0.99452,0.99452,0.99454,0.99454,0.99454,0.99466,0.99459,0.99448,0.99448,0.9944,0.99429,0.99418,0.99391,0.99335,0.99322,0.99282,0.99291,0.99307,0.99326,0.99343,0.99382,0.99379,0.99368,0.99355,0.9934,0.99387
0.038838,0.039668,0.045066,0.047867,0.047805,0.04685,0.046052,0.049588,0.052921,0.051247,0.050512,0.048931,0.047554,0.048008,0.047413,0.046349,0.044706,0.044941,0.04383,0.042328,0.042187,0.039715,0.03851,0.038118,0.037586,0.037211,0.036976,0.036929,0.037336,0.037712,0.038635,0.040028,0.041279,0.041952,0.04189,0.042641,0.042719,0.044299,0.04394,0.043048,0.042922,0.040951,0.039777,0.038369,0.038025,0.038651
-0.40409,-0.40448,-0.40532,-0.40559,-0.40615,-0.40743,-0.40957,-0.41098,-0.41295,-0.41375,-0.41497,-0.41767,-0.42055,-0.42244,-0.42607,-0.43032,-0.43207,-0.43313,-0.43521,-0.43494,-0.43699,-0.43878,-0.44025,-0.44039,-0.44073,-0.44102,-0.44101,-0.44087,-0.44119,-0.44139,-0.44141,-0.441,-0.44013,-0.43801,-0.43394,-0.4305,-0.4246,-0.42391,-0.42356,-0.42061,-0.41646,-0.41242,-0.40793,-0.40462,-0.40327,-0.40071
-0.47873,-0.47864,-0.47821,-0.47772,-0.47725,-0.47709,-0.47717,-0.47754,-0.47745,-0.47757,-0.47775,-0.47799,-0.47894,-0.47857,-0.47882,-0.47921,-0.47981,-0.48036,-0.48078,-0.48086,-0.4811,-0.48115,-0.48111,-0.4813,-0.48139,-0.48145,-0.4817,-0.48208,-0.48238,-0.48244,-0.48271,-0.48264,-0.48249,-0.48254,-0.4825,-0.48246,-0.48232,-0.48221,-0.48177,-0.4807,-0.47955,-0.47846,-0.47637,-0.47453,-0.47275,-0.47288
0.98842,0.98836,0.98794,0.98762,0.98739,0.98751,0.98759,0.98778,0.98839,0.98978,0.99083,0.99257,0.99153,0.99402,0.99438,0.99418,0.99416,0.99521,0.99588,0.99732,0.99721,0.998,0.99851,0.99898,0.99925,0.99916,0.99895,0.99951,0.99983,1,0.99991,0.99983,0.99942,0.99903,0.99859,0.99787,0.99754,0.99676,0.99538,0.99318,0.99491,0.99506,0.99319,0.9936,0.99391,0.9941
-0.92696,-0.92642,-0.92592,-0.92334,-0.9244,-0.92251,-0.92278,-0.92102,-0.92104,-0.91941,-0.91686,-0.91497,-0.91392,-0.91318,-0.91312,-0.91217,-0.91156,-0.91096,-0.9107,-0.91057,-0.91052,-0.90973,-0.90862,-0.90765,-0.90696,-0.90694,-0.90669,-0.90666,-0.90668,-0.90653,-0.90671,-0.90688,-0.90815,-0.9096,-0.91123,-0.91256,-0.91545,-0.91741,-0.91835,-0.91885,-0.91901,-0.91918,-0.91897,-0.91877,-0.91871,-0.91865
-0.44686,-0.447,-0.44708,-0.44797,-0.44751,-0.44735,-0.44737,-0.44805,-0.4492,-0.45098,-0.45225,-0.4534,-0.45581,-0.45819,-0.46013,-0.45989,-0.46155,-0.46289,-0.46334,-0.46365,-0.46446,-0.46504,-0.46631,-0.46737,-0.46802,-0.46834,-0.46832,-0.46823,-0.46801,-0.46755,-0.46672,-0.46492,-0.46374,-0.45703,-0.45627,-0.45273,-0.45022,-0.45055,-0.44922,-0.44814,-0.44688,-0.44669,-0.44539,-0.44556,-0.44567,-0.44485
-0.44708,-0.44704,-0.44684,-0.44647,-0.44653,-0.44626,-0.44627,-0.44655,-0.44657,-0.44679,-0.44692,-0.44802,-0.44896,-0.44913,-0.44931,-0.44958,-0.44999,-0.45016,-0.45011,-0.45012,-0.45059,-0.45114,-0.45116,-0.45107,-0.45142,-0.45188,-0.4521,-0.4523,-0.45265,-0.45279,-0.4527,-0.45247,-0.45226,-0.45237,-0.45241,-0.45242,-0.45239,-0.45235,-0.45219,-0.45196,-0.45164,-0.45116,-0.45117,-0.45075,-0.45024,-0.4492
